user_id,decision
516287,Low Priority
516296,Avoid (Do Not Disturb)
516301,Avoid (Do Not Disturb)
516340,Low Priority
516351,Low Priority
516368,Avoid (Do Not Disturb)
516375,Avoid (Do Not Disturb)
516418,Low Priority
516420,Low Priority
516433,Low Priority
516456,Low Priority
516507,Avoid (Do Not Disturb)
516516,Avoid (Do Not Disturb)
516528,Low Priority
516543,Low Priority
516556,Low Priority
516561,Avoid (Do Not Disturb)
516571,Avoid (Do Not Disturb)
516579,Low Priority
516583,Low Priority
516590,Avoid (Do Not Disturb)
516593,Avoid (Do Not Disturb)
516594,Avoid (Do Not Disturb)
516614,Avoid (Do Not Disturb)
516616,Avoid (Do Not Disturb)
516620,Low Priority
516639,Low Priority
516647,Low Priority
516679,Avoid (Do Not Disturb)
516680,Low Priority
516682,Low Priority
516694,Low Priority
516697,Give Discount
516704,Low Priority
516732,Avoid (Do Not Disturb)
516739,Low Priority
516744,Low Priority
516763,Low Priority
516765,Low Priority
516789,Low Priority
516798,Avoid (Do Not Disturb)
516806,Low Priority
516808,Low Priority
516827,Avoid (Do Not Disturb)
516833,Give Discount
516841,Low Priority
516862,Low Priority
516933,Low Priority
516939,Avoid (Do Not Disturb)
516965,Low Priority
516967,Avoid (Do Not Disturb)
516972,Low Priority
517033,Avoid (Do Not Disturb)
517064,Low Priority
517076,Low Priority
517105,Low Priority
517119,Avoid (Do Not Disturb)
517131,Low Priority
517142,Low Priority
517143,Low Priority
517150,Low Priority
517158,Low Priority
517205,Low Priority
517212,Low Priority
517219,Low Priority
517231,Avoid (Do Not Disturb)
517284,Low Priority
517324,Low Priority
517330,Low Priority
517370,Avoid (Do Not Disturb)
517392,Low Priority
517393,Low Priority
517403,Low Priority
517415,Avoid (Do Not Disturb)
517438,Low Priority
517445,Avoid (Do Not Disturb)
517467,Avoid (Do Not Disturb)
517486,Avoid (Do Not Disturb)
517491,Low Priority
517543,Low Priority
517545,Low Priority
517548,Avoid (Do Not Disturb)
517549,Low Priority
517571,Low Priority
517579,Low Priority
517581,Low Priority
517596,Avoid (Do Not Disturb)
517622,Low Priority
517633,Avoid (Do Not Disturb)
517653,Low Priority
517674,Low Priority
517675,Low Priority
517676,Low Priority
517700,No Discount (Sure Thing)
517715,Give Discount
517732,Low Priority
517739,Low Priority
517743,Low Priority
517772,Low Priority
517776,Avoid (Do Not Disturb)
517787,Low Priority
517803,Avoid (Do Not Disturb)
517819,Low Priority
517825,Avoid (Do Not Disturb)
517839,Low Priority
517847,Low Priority
517871,Low Priority
517894,Low Priority
517925,Avoid (Do Not Disturb)
517931,No Discount (Sure Thing)
517967,Avoid (Do Not Disturb)
517968,Avoid (Do Not Disturb)
518012,Low Priority
518015,Avoid (Do Not Disturb)
518041,Low Priority
518044,Avoid (Do Not Disturb)
518074,Low Priority
518084,Avoid (Do Not Disturb)
518092,Low Priority
518121,Low Priority
518127,Low Priority
518135,Low Priority
518191,No Discount (Sure Thing)
518196,Low Priority
518211,Low Priority
518219,Low Priority
518281,Low Priority
518324,Avoid (Do Not Disturb)
518334,Low Priority
518338,Avoid (Do Not Disturb)
518347,Low Priority
518348,Give Discount
518354,Low Priority
518372,Low Priority
518393,Avoid (Do Not Disturb)
518416,Low Priority
518422,Avoid (Do Not Disturb)
518443,Give Discount
518450,Low Priority
518480,Low Priority
518495,Low Priority
518516,Low Priority
518527,Low Priority
518533,Avoid (Do Not Disturb)
518535,Avoid (Do Not Disturb)
518567,Low Priority
518579,Low Priority
518582,Low Priority
518585,Low Priority
518612,Low Priority
518629,No Discount (Sure Thing)
518639,Low Priority
518642,Low Priority
518645,Low Priority
518694,Avoid (Do Not Disturb)
518696,Low Priority
518711,Avoid (Do Not Disturb)
518716,Avoid (Do Not Disturb)
518722,Avoid (Do Not Disturb)
518726,Low Priority
518735,Low Priority
518743,Low Priority
518747,Low Priority
518751,Low Priority
518756,Low Priority
518827,Low Priority
518865,Avoid (Do Not Disturb)
518866,Avoid (Do Not Disturb)
518867,Low Priority
518870,Low Priority
518894,Avoid (Do Not Disturb)
518896,Low Priority
518907,Avoid (Do Not Disturb)
518922,Low Priority
518925,Low Priority
518931,Low Priority
518954,Low Priority
518956,Avoid (Do Not Disturb)
518963,Low Priority
518971,No Discount (Sure Thing)
518998,Low Priority
519014,Low Priority
519059,Low Priority
519079,Low Priority
519089,Low Priority
519091,Low Priority
519096,Low Priority
519114,Low Priority
519117,Avoid (Do Not Disturb)
519137,Low Priority
519140,Avoid (Do Not Disturb)
519171,Low Priority
519205,Avoid (Do Not Disturb)
519210,Low Priority
519211,Low Priority
519248,Low Priority
519254,Low Priority
519260,Avoid (Do Not Disturb)
519267,Low Priority
519285,Low Priority
519312,Low Priority
519313,Low Priority
519335,Low Priority
519348,Low Priority
519353,Low Priority
519357,Avoid (Do Not Disturb)
519368,Low Priority
519383,Low Priority
519392,Avoid (Do Not Disturb)
519393,Avoid (Do Not Disturb)
519406,Low Priority
519412,Low Priority
519419,Low Priority
519430,Low Priority
519446,Low Priority
519469,Low Priority
519515,Low Priority
519529,Low Priority
519532,Low Priority
519541,Low Priority
519548,Low Priority
519554,Low Priority
519561,Low Priority
519595,Avoid (Do Not Disturb)
519596,Avoid (Do Not Disturb)
519604,Avoid (Do Not Disturb)
519626,Low Priority
519631,No Discount (Sure Thing)
519664,Low Priority
519687,Low Priority
519694,Low Priority
519695,Low Priority
519706,Avoid (Do Not Disturb)
519709,Low Priority
519718,Low Priority
519722,Low Priority
519725,Low Priority
519726,Avoid (Do Not Disturb)
519747,Low Priority
519769,Avoid (Do Not Disturb)
519774,Low Priority
519787,Low Priority
519799,Low Priority
519848,Low Priority
519853,Low Priority
519859,Avoid (Do Not Disturb)
519885,Avoid (Do Not Disturb)
519888,Low Priority
519893,Low Priority
519896,Avoid (Do Not Disturb)
519897,Low Priority
519905,Low Priority
519911,Avoid (Do Not Disturb)
519912,Low Priority
519943,Avoid (Do Not Disturb)
519957,Avoid (Do Not Disturb)
519961,Low Priority
519965,Low Priority
519982,Low Priority
520054,Low Priority
520063,Avoid (Do Not Disturb)
520097,Low Priority
520106,Low Priority
520141,Avoid (Do Not Disturb)
520152,Avoid (Do Not Disturb)
520170,Low Priority
520175,Low Priority
520177,Avoid (Do Not Disturb)
520182,Avoid (Do Not Disturb)
520188,Low Priority
520193,Avoid (Do Not Disturb)
520225,Avoid (Do Not Disturb)
520244,Avoid (Do Not Disturb)
520248,Avoid (Do Not Disturb)
520250,Avoid (Do Not Disturb)
520256,Avoid (Do Not Disturb)
520265,Avoid (Do Not Disturb)
520277,Low Priority
520291,Low Priority
520298,Low Priority
520307,Low Priority
520311,Low Priority
520314,Low Priority
520327,Give Discount
520358,Avoid (Do Not Disturb)
520373,Low Priority
520397,Low Priority
520405,Low Priority
520411,Avoid (Do Not Disturb)
520422,Low Priority
520429,Low Priority
520436,Avoid (Do Not Disturb)
520440,Low Priority
520480,Low Priority
520491,Low Priority
520497,Low Priority
520527,Low Priority
520530,Low Priority
520532,Avoid (Do Not Disturb)
520539,Low Priority
520556,Low Priority
520558,Low Priority
520561,Low Priority
520603,Low Priority
520619,Avoid (Do Not Disturb)
520680,Avoid (Do Not Disturb)
520696,Low Priority
520708,Avoid (Do Not Disturb)
520719,Low Priority
520733,Low Priority
520745,Avoid (Do Not Disturb)
520762,Avoid (Do Not Disturb)
520770,Avoid (Do Not Disturb)
520771,Low Priority
520780,Low Priority
520783,Avoid (Do Not Disturb)
520804,Low Priority
520819,Low Priority
520844,Low Priority
520851,Avoid (Do Not Disturb)
520861,Low Priority
520877,Avoid (Do Not Disturb)
520878,Avoid (Do Not Disturb)
520882,Low Priority
520885,Avoid (Do Not Disturb)
520898,Avoid (Do Not Disturb)
520902,Low Priority
520920,Low Priority
520934,Low Priority
520947,Give Discount
520959,Low Priority
521000,Low Priority
521004,Avoid (Do Not Disturb)
521009,Avoid (Do Not Disturb)
521031,Avoid (Do Not Disturb)
521033,Avoid (Do Not Disturb)
521044,Avoid (Do Not Disturb)
521060,Low Priority
521062,Avoid (Do Not Disturb)
521065,Low Priority
521066,Low Priority
521070,Low Priority
521109,Low Priority
521127,Low Priority
521152,Avoid (Do Not Disturb)
521170,Avoid (Do Not Disturb)
521185,Low Priority
521186,Avoid (Do Not Disturb)
521187,Low Priority
521192,Avoid (Do Not Disturb)
521201,Low Priority
521211,Low Priority
521212,Avoid (Do Not Disturb)
521235,Low Priority
521250,Low Priority
521259,Low Priority
521282,Low Priority
521286,Avoid (Do Not Disturb)
521293,Low Priority
521295,Low Priority
521298,Low Priority
521309,Low Priority
521316,Low Priority
521331,Low Priority
521335,No Discount (Sure Thing)
521343,Avoid (Do Not Disturb)
521379,Low Priority
521392,Avoid (Do Not Disturb)
521404,Avoid (Do Not Disturb)
521408,Avoid (Do Not Disturb)
521416,Avoid (Do Not Disturb)
521434,Low Priority
521462,Avoid (Do Not Disturb)
521474,Low Priority
521491,Low Priority
521509,Avoid (Do Not Disturb)
521510,Low Priority
521587,Low Priority
521607,Low Priority
521609,Avoid (Do Not Disturb)
521642,Avoid (Do Not Disturb)
521657,Avoid (Do Not Disturb)
521658,Avoid (Do Not Disturb)
521663,Low Priority
521695,Avoid (Do Not Disturb)
521708,Avoid (Do Not Disturb)
521719,Low Priority
521720,Avoid (Do Not Disturb)
521743,Low Priority
521748,Low Priority
521768,Low Priority
521785,Low Priority
521814,Avoid (Do Not Disturb)
521818,Low Priority
521859,Avoid (Do Not Disturb)
521865,Avoid (Do Not Disturb)
521883,Low Priority
521884,Low Priority
521885,Low Priority
521904,Low Priority
521921,Low Priority
521925,Avoid (Do Not Disturb)
521941,Low Priority
521943,Low Priority
521956,Low Priority
521963,Low Priority
521986,Avoid (Do Not Disturb)
521992,Avoid (Do Not Disturb)
521997,Low Priority
522001,Low Priority
522005,Low Priority
522062,Low Priority
522086,Avoid (Do Not Disturb)
522111,Give Discount
522112,Low Priority
522115,Give Discount
522118,Avoid (Do Not Disturb)
522134,Avoid (Do Not Disturb)
522171,Low Priority
522179,Low Priority
522184,Avoid (Do Not Disturb)
522201,Low Priority
522223,Low Priority
522233,No Discount (Sure Thing)
522237,Avoid (Do Not Disturb)
522263,Low Priority
522265,Avoid (Do Not Disturb)
522276,Low Priority
522286,Avoid (Do Not Disturb)
522315,Low Priority
522323,Low Priority
522364,Low Priority
522373,Avoid (Do Not Disturb)
522375,Low Priority
522387,Low Priority
522402,Avoid (Do Not Disturb)
522420,Avoid (Do Not Disturb)
522426,Avoid (Do Not Disturb)
522427,Avoid (Do Not Disturb)
522438,Low Priority
522441,Avoid (Do Not Disturb)
522445,Low Priority
522457,Avoid (Do Not Disturb)
522465,Avoid (Do Not Disturb)
522476,Low Priority
522484,Low Priority
522513,Avoid (Do Not Disturb)
522523,Low Priority
522532,Low Priority
522533,Give Discount
522585,Low Priority
522607,Low Priority
522624,Avoid (Do Not Disturb)
522631,Low Priority
522633,Avoid (Do Not Disturb)
522634,Low Priority
522639,Low Priority
522654,Avoid (Do Not Disturb)
522738,Avoid (Do Not Disturb)
522745,Low Priority
522748,Avoid (Do Not Disturb)
522761,Low Priority
522788,Low Priority
522800,Low Priority
522809,Low Priority
522873,Low Priority
522898,Low Priority
522911,Low Priority
522937,Low Priority
522939,Low Priority
522943,Avoid (Do Not Disturb)
522944,Avoid (Do Not Disturb)
522970,Low Priority
522981,Low Priority
522999,Avoid (Do Not Disturb)
523030,Low Priority
523057,Give Discount
523073,Low Priority
523077,Low Priority
523090,Low Priority
523098,Low Priority
523146,Low Priority
523158,Avoid (Do Not Disturb)
523209,Low Priority
523228,Low Priority
523231,Low Priority
523256,Avoid (Do Not Disturb)
523271,Avoid (Do Not Disturb)
523273,Low Priority
523290,Low Priority
523299,Avoid (Do Not Disturb)
523301,Low Priority
523335,Low Priority
523338,Avoid (Do Not Disturb)
523392,Low Priority
523395,Low Priority
523442,Avoid (Do Not Disturb)
523465,Avoid (Do Not Disturb)
523474,Low Priority
523503,Low Priority
523505,Low Priority
523511,Low Priority
523513,Low Priority
523517,Low Priority
523526,Low Priority
523546,Avoid (Do Not Disturb)
523612,Avoid (Do Not Disturb)
523619,Avoid (Do Not Disturb)
523657,Low Priority
523666,Low Priority
523686,Avoid (Do Not Disturb)
523690,Low Priority
523700,Low Priority
523710,Low Priority
523717,No Discount (Sure Thing)
523729,Avoid (Do Not Disturb)
523735,Low Priority
523746,Low Priority
523756,Avoid (Do Not Disturb)
523768,Low Priority
523771,Low Priority
523787,Avoid (Do Not Disturb)
523800,Low Priority
523807,Low Priority
523819,Low Priority
523824,Low Priority
523841,Avoid (Do Not Disturb)
523842,Low Priority
523845,Low Priority
523846,Low Priority
523860,Avoid (Do Not Disturb)
523866,Low Priority
523877,Avoid (Do Not Disturb)
523887,Low Priority
523913,Low Priority
523938,Low Priority
523981,Avoid (Do Not Disturb)
524001,Avoid (Do Not Disturb)
524012,Low Priority
524036,Low Priority
524038,Low Priority
524043,Avoid (Do Not Disturb)
524046,Avoid (Do Not Disturb)
524076,Avoid (Do Not Disturb)
524080,Low Priority
524098,Low Priority
524116,Low Priority
524120,Low Priority
524151,Give Discount
524167,Avoid (Do Not Disturb)
524169,Low Priority
524180,Avoid (Do Not Disturb)
524194,Low Priority
524200,Avoid (Do Not Disturb)
524211,Avoid (Do Not Disturb)
524214,Low Priority
524244,Low Priority
524251,Low Priority
524278,Low Priority
524313,Avoid (Do Not Disturb)
524318,Low Priority
524328,Low Priority
524358,Avoid (Do Not Disturb)
524365,Avoid (Do Not Disturb)
524383,Low Priority
524407,Low Priority
524412,Low Priority
524419,Low Priority
524448,Avoid (Do Not Disturb)
524473,Low Priority
524484,Avoid (Do Not Disturb)
524511,Low Priority
524572,Low Priority
524606,Low Priority
524607,Avoid (Do Not Disturb)
524620,Low Priority
524628,Avoid (Do Not Disturb)
524637,Low Priority
524644,Low Priority
524650,Low Priority
524663,Low Priority
524668,Low Priority
524682,Avoid (Do Not Disturb)
524722,Low Priority
524728,Low Priority
524739,Low Priority
524766,Low Priority
524797,Low Priority
524807,Low Priority
524821,Low Priority
524842,Low Priority
524849,Avoid (Do Not Disturb)
524861,Low Priority
524880,Low Priority
524885,Low Priority
524895,Low Priority
524909,Avoid (Do Not Disturb)
524913,Low Priority
524923,Low Priority
524926,Low Priority
524929,Avoid (Do Not Disturb)
524940,Give Discount
524980,Low Priority
525022,Avoid (Do Not Disturb)
525034,Low Priority
525043,Avoid (Do Not Disturb)
525053,Low Priority
525056,Avoid (Do Not Disturb)
525081,Low Priority
525089,Avoid (Do Not Disturb)
525102,Low Priority
525106,Low Priority
525168,Low Priority
525175,Low Priority
525176,Low Priority
525201,Low Priority
525212,Give Discount
525227,Low Priority
525244,Low Priority
525265,Avoid (Do Not Disturb)
525281,No Discount (Sure Thing)
525308,Low Priority
525323,Low Priority
525356,Low Priority
525377,Low Priority
525379,Low Priority
525389,Avoid (Do Not Disturb)
525405,Low Priority
525410,Low Priority
525447,Low Priority
525488,Low Priority
525515,Low Priority
525529,Low Priority
525546,Avoid (Do Not Disturb)
525555,Low Priority
525591,Low Priority
525610,Low Priority
525611,Avoid (Do Not Disturb)
525615,Low Priority
525631,Avoid (Do Not Disturb)
525647,Low Priority
525671,Give Discount
525684,Low Priority
525716,Low Priority
525722,Low Priority
525734,Avoid (Do Not Disturb)
525761,Avoid (Do Not Disturb)
525769,Low Priority
525789,Low Priority
525804,Low Priority
525824,Low Priority
525842,Low Priority
525844,Low Priority
525848,Avoid (Do Not Disturb)
525864,Avoid (Do Not Disturb)
525879,Low Priority
525920,Low Priority
525975,Avoid (Do Not Disturb)
525996,Low Priority
526032,Low Priority
526036,Low Priority
526062,Low Priority
526079,Avoid (Do Not Disturb)
526084,Avoid (Do Not Disturb)
526102,Low Priority
526144,Avoid (Do Not Disturb)
526154,Low Priority
526174,Avoid (Do Not Disturb)
526179,Avoid (Do Not Disturb)
526184,Low Priority
526203,Give Discount
526206,Low Priority
526221,Low Priority
526235,Low Priority
526239,Avoid (Do Not Disturb)
526256,Avoid (Do Not Disturb)
526258,Avoid (Do Not Disturb)
526291,Low Priority
526297,Avoid (Do Not Disturb)
526303,Give Discount
526308,Low Priority
526332,Avoid (Do Not Disturb)
526354,Avoid (Do Not Disturb)
526365,Avoid (Do Not Disturb)
526367,Avoid (Do Not Disturb)
526372,Low Priority
526378,Low Priority
526431,Avoid (Do Not Disturb)
526435,Low Priority
526443,Avoid (Do Not Disturb)
526445,Avoid (Do Not Disturb)
526471,Low Priority
526490,Low Priority
526492,Low Priority
526495,Low Priority
526540,Low Priority
526565,Low Priority
526570,No Discount (Sure Thing)
526628,Low Priority
526668,Low Priority
526676,Low Priority
526683,Avoid (Do Not Disturb)
526690,Low Priority
526711,Low Priority
526727,Low Priority
526729,Low Priority
526740,Low Priority
526759,Avoid (Do Not Disturb)
526789,Low Priority
526837,Low Priority
526855,Low Priority
526858,Low Priority
526867,Low Priority
526872,Low Priority
526873,Low Priority
526900,Low Priority
526901,Low Priority
526905,Avoid (Do Not Disturb)
526913,Low Priority
526925,Low Priority
526950,Low Priority
526959,Low Priority
526970,Low Priority
527001,Avoid (Do Not Disturb)
527004,Avoid (Do Not Disturb)
527019,Low Priority
527038,Low Priority
527046,Low Priority
527081,Low Priority
527082,Low Priority
527130,Avoid (Do Not Disturb)
527132,Low Priority
527133,Low Priority
527141,Avoid (Do Not Disturb)
527142,Low Priority
527150,Low Priority
527154,Low Priority
527158,No Discount (Sure Thing)
527187,Low Priority
527197,Avoid (Do Not Disturb)
527219,Avoid (Do Not Disturb)
527232,Avoid (Do Not Disturb)
527253,Low Priority
527280,Low Priority
527321,Low Priority
527326,Low Priority
527344,Low Priority
527346,Low Priority
527354,Low Priority
527359,Avoid (Do Not Disturb)
527365,Low Priority
527389,Low Priority
527393,Low Priority
527396,Low Priority
527401,Low Priority
527406,Avoid (Do Not Disturb)
527445,Low Priority
527451,Low Priority
527455,Give Discount
527464,Low Priority
527467,Avoid (Do Not Disturb)
527470,Low Priority
527490,Low Priority
527507,Low Priority
527508,Low Priority
527518,Low Priority
527524,Low Priority
527541,Avoid (Do Not Disturb)
527552,Avoid (Do Not Disturb)
527560,Low Priority
527564,Low Priority
527585,Avoid (Do Not Disturb)
527689,Low Priority
527690,Low Priority
527726,Avoid (Do Not Disturb)
527735,Low Priority
527750,Avoid (Do Not Disturb)
527782,Give Discount
527783,Low Priority
527801,Avoid (Do Not Disturb)
527824,Avoid (Do Not Disturb)
527850,Avoid (Do Not Disturb)
527857,Low Priority
527886,Avoid (Do Not Disturb)
527928,Low Priority
527944,Low Priority
527945,Low Priority
527984,Low Priority
527987,Low Priority
527995,Low Priority
528020,Low Priority
528028,Low Priority
528046,Low Priority
528061,Low Priority
528098,Low Priority
528105,Low Priority
528122,Low Priority
528137,Low Priority
528139,Low Priority
528158,Low Priority
528164,Low Priority
528179,Low Priority
528186,Low Priority
528193,Low Priority
528216,Low Priority
528242,Low Priority
528244,Low Priority
528248,Low Priority
528281,Low Priority
528322,Low Priority
528330,Low Priority
528354,Low Priority
528372,Low Priority
528378,Avoid (Do Not Disturb)
528379,Low Priority
528411,Low Priority
528413,Low Priority
528417,Avoid (Do Not Disturb)
528421,Avoid (Do Not Disturb)
528455,Low Priority
528461,Low Priority
528490,Low Priority
528500,Low Priority
528522,Low Priority
528528,Low Priority
528542,Low Priority
528567,Avoid (Do Not Disturb)
528580,Low Priority
528612,Avoid (Do Not Disturb)
528657,Low Priority
528661,Low Priority
528683,Low Priority
528688,Low Priority
528690,Low Priority
528706,Avoid (Do Not Disturb)
528723,Low Priority
528735,Low Priority
528743,Low Priority
528744,Avoid (Do Not Disturb)
528777,Avoid (Do Not Disturb)
528816,Low Priority
528826,Low Priority
528827,Low Priority
528828,Low Priority
528829,Low Priority
528839,Low Priority
528842,Low Priority
528844,Low Priority
528906,Low Priority
528909,Low Priority
528929,Low Priority
528930,Low Priority
528936,Low Priority
528942,Avoid (Do Not Disturb)
528953,Low Priority
528965,Low Priority
528967,Low Priority
528995,Low Priority
528999,Avoid (Do Not Disturb)
529019,Low Priority
529048,Low Priority
529050,Low Priority
529082,Low Priority
529205,Low Priority
529214,Low Priority
529216,Low Priority
529224,Avoid (Do Not Disturb)
529231,Low Priority
529237,Low Priority
529284,Avoid (Do Not Disturb)
529332,Low Priority
529338,No Discount (Sure Thing)
529362,Low Priority
529406,Low Priority
529421,Low Priority
529422,Low Priority
529424,Low Priority
529428,Low Priority
529436,Low Priority
529488,Avoid (Do Not Disturb)
529501,Avoid (Do Not Disturb)
529502,Avoid (Do Not Disturb)
529510,Low Priority
529513,Low Priority
529520,Low Priority
529566,Low Priority
529602,Avoid (Do Not Disturb)
529677,Low Priority
529678,Low Priority
529689,Low Priority
529695,Low Priority
529734,Avoid (Do Not Disturb)
529737,Avoid (Do Not Disturb)
529768,Low Priority
529781,Avoid (Do Not Disturb)
529783,Low Priority
529787,Avoid (Do Not Disturb)
529801,Low Priority
529831,Avoid (Do Not Disturb)
529840,Low Priority
529845,Low Priority
529857,Low Priority
529887,Avoid (Do Not Disturb)
529913,Low Priority
529940,Low Priority
529972,Avoid (Do Not Disturb)
530004,Avoid (Do Not Disturb)
530039,Low Priority
530090,Low Priority
530118,Low Priority
530188,Low Priority
530196,Low Priority
530199,Low Priority
530213,Avoid (Do Not Disturb)
530223,Low Priority
530277,Avoid (Do Not Disturb)
530278,Low Priority
530282,Avoid (Do Not Disturb)
530298,Low Priority
530315,Low Priority
530322,Avoid (Do Not Disturb)
530329,Low Priority
530365,Low Priority
530371,Low Priority
530374,Low Priority
530379,Low Priority
530383,Low Priority
530385,Avoid (Do Not Disturb)
530421,Avoid (Do Not Disturb)
530427,Low Priority
530453,Avoid (Do Not Disturb)
530463,Low Priority
530468,Avoid (Do Not Disturb)
530543,Low Priority
530563,Avoid (Do Not Disturb)
530579,Avoid (Do Not Disturb)
530581,Low Priority
530585,Avoid (Do Not Disturb)
530592,Low Priority
530599,Avoid (Do Not Disturb)
530607,Low Priority
530625,Low Priority
530627,Low Priority
530633,Avoid (Do Not Disturb)
530645,Avoid (Do Not Disturb)
530649,Avoid (Do Not Disturb)
530656,Avoid (Do Not Disturb)
530665,Low Priority
530667,Low Priority
530672,Avoid (Do Not Disturb)
530673,Low Priority
530687,Low Priority
530719,Avoid (Do Not Disturb)
530720,Low Priority
530724,Avoid (Do Not Disturb)
530739,Low Priority
530743,Low Priority
530754,Avoid (Do Not Disturb)
530773,Avoid (Do Not Disturb)
530775,Low Priority
530797,Low Priority
530801,Avoid (Do Not Disturb)
530810,Low Priority
530811,Low Priority
530833,Avoid (Do Not Disturb)
530869,Low Priority
530873,Low Priority
530881,Low Priority
530906,Low Priority
530949,Low Priority
530950,Avoid (Do Not Disturb)
530978,Avoid (Do Not Disturb)
531006,Avoid (Do Not Disturb)
531009,Avoid (Do Not Disturb)
531016,Low Priority
531020,Low Priority
531027,Low Priority
531031,Give Discount
531054,Low Priority
531073,Low Priority
531094,Avoid (Do Not Disturb)
531109,Low Priority
531143,Low Priority
531144,Low Priority
531158,Low Priority
531198,Avoid (Do Not Disturb)
531204,Avoid (Do Not Disturb)
531217,Avoid (Do Not Disturb)
531253,Low Priority
531255,Avoid (Do Not Disturb)
531322,Low Priority
531344,Low Priority
531361,Low Priority
531386,Low Priority
531427,Avoid (Do Not Disturb)
531431,Avoid (Do Not Disturb)
531447,Avoid (Do Not Disturb)
531456,Low Priority
531467,Low Priority
531471,Low Priority
531475,Low Priority
531499,Avoid (Do Not Disturb)
531500,Low Priority
531512,Avoid (Do Not Disturb)
531557,Low Priority
531562,Give Discount
531568,Avoid (Do Not Disturb)
531615,Low Priority
531620,Low Priority
531625,Avoid (Do Not Disturb)
531650,Low Priority
531654,Low Priority
531670,Low Priority
531682,Low Priority
531739,Low Priority
531744,Avoid (Do Not Disturb)
531745,Low Priority
531771,Low Priority
531777,Avoid (Do Not Disturb)
531789,Avoid (Do Not Disturb)
531795,Low Priority
531803,Low Priority
531807,Low Priority
531824,Low Priority
531834,Low Priority
531844,Low Priority
531847,Low Priority
531857,Low Priority
531868,Low Priority
531884,Low Priority
531921,Low Priority
531926,Low Priority
531931,Low Priority
531959,Low Priority
531971,Avoid (Do Not Disturb)
531987,Low Priority
531989,Low Priority
531994,Avoid (Do Not Disturb)
532063,Avoid (Do Not Disturb)
532064,Give Discount
532073,Low Priority
532101,Avoid (Do Not Disturb)
532106,Low Priority
532119,Avoid (Do Not Disturb)
532159,Give Discount
532215,Low Priority
532225,Avoid (Do Not Disturb)
532233,Low Priority
532259,Low Priority
532279,Low Priority
532312,Avoid (Do Not Disturb)
532329,Low Priority
532347,Low Priority
532361,Low Priority
532381,Avoid (Do Not Disturb)
532387,Avoid (Do Not Disturb)
532388,Low Priority
532390,Avoid (Do Not Disturb)
532410,Avoid (Do Not Disturb)
532426,Low Priority
532432,Low Priority
532433,Low Priority
532500,Low Priority
532519,Low Priority
532535,Avoid (Do Not Disturb)
532544,Low Priority
532568,Low Priority
532607,Low Priority
532622,Low Priority
532623,Low Priority
532627,Low Priority
532637,Low Priority
532650,Low Priority
532651,Avoid (Do Not Disturb)
532653,Low Priority
532656,Low Priority
532710,Low Priority
532711,Low Priority
532721,Avoid (Do Not Disturb)
532725,No Discount (Sure Thing)
532730,Low Priority
532748,Low Priority
532750,Low Priority
532774,Low Priority
532810,Low Priority
532823,Low Priority
532835,Low Priority
532843,Avoid (Do Not Disturb)
532863,Avoid (Do Not Disturb)
532866,Low Priority
532901,Low Priority
532912,Avoid (Do Not Disturb)
532941,Low Priority
532989,Avoid (Do Not Disturb)
533048,Low Priority
533093,Give Discount
533117,Low Priority
533123,Low Priority
533129,No Discount (Sure Thing)
533155,Low Priority
533187,Low Priority
533199,Low Priority
533204,Avoid (Do Not Disturb)
533211,Low Priority
533222,Avoid (Do Not Disturb)
533248,Avoid (Do Not Disturb)
533251,Low Priority
533283,Low Priority
533291,Low Priority
533302,Low Priority
533327,Avoid (Do Not Disturb)
533357,Low Priority
533378,Avoid (Do Not Disturb)
533388,Low Priority
533393,Low Priority
533396,Low Priority
533402,Low Priority
533404,Avoid (Do Not Disturb)
533411,Low Priority
533449,Low Priority
533490,Low Priority
533492,Low Priority
533497,Low Priority
533518,Low Priority
533527,Low Priority
533537,Low Priority
533542,Avoid (Do Not Disturb)
533550,Avoid (Do Not Disturb)
533573,Avoid (Do Not Disturb)
533575,Avoid (Do Not Disturb)
533598,Low Priority
533613,Low Priority
533617,Low Priority
533656,Low Priority
533716,Low Priority
533742,Low Priority
533755,Give Discount
533759,Avoid (Do Not Disturb)
533773,Low Priority
533782,Avoid (Do Not Disturb)
533809,Low Priority
533827,Low Priority
533846,Low Priority
533859,Avoid (Do Not Disturb)
533895,Low Priority
533908,Low Priority
533932,Avoid (Do Not Disturb)
533990,Low Priority
534045,Avoid (Do Not Disturb)
534066,Low Priority
534082,Avoid (Do Not Disturb)
534088,Low Priority
534105,Low Priority
534179,Avoid (Do Not Disturb)
534190,Avoid (Do Not Disturb)
534246,Low Priority
534254,Low Priority
534295,Avoid (Do Not Disturb)
534333,Low Priority
534360,Low Priority
534378,Avoid (Do Not Disturb)
534380,Low Priority
534391,Avoid (Do Not Disturb)
534445,Avoid (Do Not Disturb)
534474,Low Priority
534499,Give Discount
534586,Low Priority
534594,Avoid (Do Not Disturb)
534604,Low Priority
534607,Low Priority
534608,Avoid (Do Not Disturb)
534661,Low Priority
534688,Low Priority
534703,Low Priority
534742,Low Priority
534747,Low Priority
534782,Low Priority
534793,Low Priority
534798,Low Priority
534825,Avoid (Do Not Disturb)
534840,Low Priority
534858,Low Priority
534895,Low Priority
534903,Low Priority
534939,Avoid (Do Not Disturb)
534948,Avoid (Do Not Disturb)
