"user_id","n_sessions"
"10503","10"
"10504","11"
"10505","7"
"10506","9"
"10507","7"
"10508","11"
"10509","10"
"10510","12"
"10511","13"
"10512","11"
"10513","8"
"10514","12"
"10515","12"
"10516","9"
"10517","11"
"10518","10"
"10519","10"
"10520","12"
"10521","12"
"10522","10"
"10523","8"
"10524","9"
"10525","10"
"10526","10"
"10527","11"
"10528","8"
"10529","11"
"10530","9"
"10531","8"
"10532","11"
"10533","9"
"10534","8"
"10535","10"
"10536","9"
"10537","11"
"10538","8"
"10539","8"
"10540","8"
"10541","9"
"10542","9"
"10543","9"
"10544","8"
"10545","7"
"10546","11"
"10547","6"
"10548","12"
"10549","9"
"10550","8"
"10551","11"
"10552","10"
"10553","8"
"10554","10"
"10555","8"
"10556","7"
"10557","9"
"10558","7"
"10559","7"
"10560","1"
"10561","7"
"10562","10"
"10563","7"
"10564","11"
"10565","10"
"10566","7"
"10567","8"
"10568","11"
"10569","12"
"10570","8"
"10571","9"
"10572","10"
"10573","9"
"10574","10"
"10575","10"
"10576","7"
"10577","12"
"10578","8"
"10579","12"
"10580","9"
"10581","8"
"10582","11"
"10583","9"
"10584","10"
"10585","12"
"10586","11"
"10587","7"
"10588","10"
"10589","8"
"10590","11"
"10591","11"
"10592","5"
"10593","10"
"10594","11"
"10595","9"
"10596","12"
"10597","8"
"10598","11"
"10599","9"
"10600","8"
"10601","8"
"10602","9"
"10603","7"
"10604","12"
"10605","9"
"10606","7"
"10607","12"
"10608","9"
"10609","9"
"10610","10"
"10611","8"
"10612","10"
"10613","8"
"10614","11"
"10615","6"
"10616","9"
"10617","11"
"10618","9"
"10619","7"
"10620","10"
"10621","8"
"10622","9"
"10623","6"
"10624","9"
"10625","8"
"10626","9"
"10627","7"
"10628","9"
"10629","8"
"10630","9"
"10631","10"
"10632","7"
"10633","7"
"10634","12"
"10635","8"
"10636","9"
"10637","10"
"10638","12"
"10639","6"
"10640","7"
"10641","8"
"10642","6"
"10643","11"
"10644","8"
"10645","8"
"10646","12"
"10647","7"
"10648","10"
"10649","9"
"10650","12"
"10651","8"
"10652","10"
"10653","8"
"10654","8"
"10655","10"
"10656","11"
"10657","11"
"10658","7"
"10659","11"
"10660","8"
"10661","10"
"10662","1"
"10663","7"
"10664","12"
"10665","9"
"10666","11"
"10667","9"
"10668","11"
"10669","11"
"10670","10"
"10671","8"
"10672","8"
"10673","10"
"10674","8"
"10675","8"
"10676","7"
"10677","10"
"10678","9"
"10679","8"
"10680","10"
"10681","11"
"10682","9"
"10683","9"
"10684","7"
"10685","7"
"10686","12"
"10687","9"
"10688","8"
"10689","11"
"10690","11"
"10691","11"
"10692","9"
"10693","8"
"10694","7"
"10695","10"
"10696","8"
"10697","13"
"10698","9"
"10699","9"
"10700","10"
"10701","9"
"10702","9"
"10703","9"
"10704","6"
"10705","8"
"10706","13"
"10707","6"
"10708","9"
"10709","6"
"10710","9"
"10711","5"
"10712","11"
"10713","9"
"10714","8"
"10715","9"
"10716","9"
"10717","9"
"10718","11"
"10719","9"
"10720","9"
"10721","11"
"10722","9"
"10723","7"
"10724","9"
"10725","12"
"10726","8"
"10727","10"
"10728","10"
"10729","8"
"10730","9"
"10731","8"
"10732","10"
"10733","8"
"10734","10"
"10735","11"
"10736","7"
"10737","10"
"10738","8"
"10739","10"
"10740","8"
"10741","10"
"10742","10"
"10743","9"
"10744","14"
"10745","10"
"10746","12"
"10747","9"
"10748","7"
"10749","9"
"10750","9"
"10751","11"
"10752","8"
"10753","9"
"10754","14"
"10755","11"
"10756","12"
"10757","10"
"10758","11"
"10759","11"
"10760","9"
"10761","9"
"10762","9"
"10763","7"
"10764","10"
"10765","2"
"10766","11"
"10767","11"
"10768","11"
"10769","9"
"10770","8"
"10771","9"
"10772","10"
"10773","12"
"10774","11"
"10775","9"
"10776","10"
"10777","7"
"10778","9"
"10779","9"
"10780","5"
"10781","9"
"10782","9"
"10783","11"
"10784","11"
"10785","10"
"10786","11"
"10787","9"
"10788","10"
"10789","12"
"10790","7"
"10791","9"
"10792","8"
"10793","8"
"10794","7"
"10795","6"
"10796","10"
"10797","10"
"10798","8"
"10799","10"
"10800","7"
"10801","6"
"10802","12"
"10803","9"
"10804","8"
"10805","7"
"10806","5"
"10807","12"
"10808","9"
"10809","9"
"10810","9"
"10811","10"
"10812","10"
"10813","8"
"10814","7"
"10815","9"
"10816","5"
"10817","9"
"10818","8"
"10819","8"
"10820","8"
"10821","8"
"10822","11"
"10823","11"
"10824","10"
"10825","6"
"10826","8"
"10827","10"
"10828","8"
"10829","8"
"10830","7"
"10831","9"
"10832","4"
"10833","8"
"10834","9"
"10835","10"
"10836","7"
"10837","8"
"10838","10"
"10839","9"
"10840","11"
"10841","8"
"10842","7"
"10843","8"
"10844","11"
"10845","9"
"10846","7"
"10847","11"
"10848","10"
"10849","7"
"10850","7"
"10851","8"
"10852","7"
"10853","6"
"10854","8"
"10855","10"
"10856","10"
"10857","9"
"10858","8"
"10859","11"
"10860","8"
"10861","7"
"10862","9"
"10863","11"
"10864","8"
"10865","8"
"10866","12"
"10867","7"
"10868","11"
"10869","8"
"10870","10"
"10871","9"
"10872","11"
"10873","9"
"10874","8"
"10875","12"
"10876","8"
"10877","11"
"10878","13"
"10879","11"
"10880","9"
"10881","10"
"10882","8"
"10883","14"
"10884","12"
"10885","9"
"10886","8"
"10887","6"
"10888","10"
"10889","6"
"10890","8"
"10891","8"
"10892","8"
"10893","6"
"10894","11"
"10895","9"
"10896","8"
"10897","9"
"10898","9"
"10899","10"
"10900","12"
"10901","11"
"10902","8"
"10903","7"
"10904","9"
"10905","9"
"10906","9"
"10907","7"
"10908","10"
"10909","9"
"10910","10"
"10911","12"
"10912","9"
"10913","8"
"10914","10"
"10915","12"
"10916","8"
"10917","8"
"10918","8"
"10919","10"
"10920","9"
"10921","6"
"10922","8"
"10923","9"
"10924","7"
"10925","13"
"10926","9"
"10927","9"
"10928","12"
"10929","10"
"10930","8"
"10931","10"
"10932","6"
"10933","9"
"10934","7"
"10935","9"
"10936","10"
"10937","9"
"10938","3"
"10939","9"
"10940","9"
"10941","11"
"10942","12"
"10943","10"
"10944","11"
"10945","7"
"10946","8"
"10947","9"
"10948","10"
"10949","8"
"10950","9"
"10951","11"
"10952","10"
"10953","12"
"10954","9"
"10955","8"
"10956","10"
"10957","9"
"10958","14"
"10959","8"
"10960","8"
"10961","8"
"10962","7"
"10963","9"
"10964","11"
"10965","10"
"10966","10"
"10967","6"
"10968","11"
"10969","12"
"10970","10"
"10971","10"
"10972","7"
"10973","7"
"10974","11"
"10975","7"
"10976","9"
"10977","10"
"10978","8"
"10979","9"
"10980","10"
"10981","11"
"10982","10"
"10983","5"
"10984","9"
"10985","9"
"10986","12"
"10987","6"
"10988","13"
"10989","8"
"10990","10"
"10991","11"
"10992","6"
"10993","10"
"10994","8"
"10995","10"
"10996","11"
"10997","12"
"10998","10"
"10999","11"
"11000","8"
"11001","8"
"11002","9"
"11003","11"
"11004","7"
"11005","10"
"11006","7"
"11007","9"
"11008","10"
"11009","8"
"11010","8"
"11011","9"
"11012","7"
"11013","6"
"11014","9"
"11015","9"
"11016","8"
"11017","11"
"11018","9"
"11019","7"
"11020","12"
"11021","13"
"11022","7"
"11023","10"
"11024","11"
"11025","10"
"11026","11"
"11027","9"
"11028","3"
"11029","11"
"11030","1"
"11031","10"
"11032","12"
"11033","10"
"11034","8"
"11035","12"
"11036","8"
"11037","9"
"11038","11"
"11039","8"
"11040","10"
"11041","10"
"11042","11"
"11043","9"
"11044","6"
"11045","9"
"11046","8"
"11047","12"
"11048","8"
"11049","8"
"11050","9"
"11051","13"
"11052","10"
"11053","12"
"11054","8"
"11055","11"
"11056","8"
"11057","8"
"11058","10"
"11059","7"
"11060","13"
"11061","12"
"11062","8"
"11063","10"
"11064","8"
"11065","11"
"11066","8"
"11067","5"
"11068","10"
"11069","10"
"11070","11"
"11071","9"
"11072","10"
"11073","9"
"11074","6"
"11075","14"
"11076","8"
"11077","8"
"11078","13"
"11079","8"
"11080","8"
"11081","11"
"11082","9"
"11083","10"
"11084","10"
"11085","9"
"11086","8"
"11087","7"
"11088","9"
"11089","11"
"11090","9"
"11091","11"
"11092","8"
"11093","9"
"11094","8"
"11095","7"
"11096","12"
"11097","8"
"11098","12"
"11099","11"
"11100","12"
"11101","9"
"11102","10"
"11103","11"
"11104","7"
"11105","9"
"11106","10"
"11107","14"
"11108","9"
"11109","9"
"11110","7"
"11111","9"
"11112","9"
"11113","8"
"11114","9"
"11115","7"
"11116","9"
"11117","7"
"11118","10"
"11119","10"
"11120","8"
"11121","12"
"11122","8"
"11123","8"
"11124","7"
"11125","8"
"11126","9"
"11127","11"
"11128","11"
"11129","8"
"11130","9"
"11131","10"
"11132","12"
"11133","9"
"11134","9"
"11135","8"
"11136","9"
"11137","7"
"11138","10"
"11139","10"
"11140","7"
"11141","8"
"11142","9"
"11143","10"
"11144","8"
"11145","10"
"11146","10"
"11147","10"
"11148","9"
"11149","10"
"11150","9"
"11151","12"
"11152","9"
"11153","10"
"11154","7"
"11155","8"
"11156","11"
"11157","11"
"11158","6"
"11159","11"
"11160","12"
"11161","7"
"11162","8"
"11163","9"
"11164","8"
"11165","8"
"11166","6"
"11167","10"
"11168","12"
"11169","10"
"11170","12"
"11171","10"
"11172","10"
"11173","9"
"11174","9"
"11175","9"
"11176","7"
"11177","9"
"11178","10"
"11179","8"
"11180","9"
"11181","10"
"11182","13"
"11183","9"
"11184","7"
"11185","9"
"11186","8"
"11187","12"
"11188","10"
"11189","7"
"11190","9"
"11191","5"
"11192","8"
"11193","7"
"11194","10"
"11195","9"
"11196","10"
"11197","9"
"11198","2"
"11199","7"
"11200","8"
"11201","8"
"11202","8"
"11203","7"
"11204","11"
"11205","10"
"11206","5"
"11207","11"
"11208","7"
"11209","8"
"11210","10"
"11211","9"
"11212","7"
"11213","8"
"11214","10"
"11215","9"
"11216","7"
"11217","8"
"11218","8"
"11219","7"
"11220","6"
"11221","8"
"11222","10"
"11223","6"
"11224","13"
"11225","9"
"11226","10"
"11227","9"
"11228","10"
"11229","10"
"11230","12"
"11231","8"
"11232","12"
"11233","6"
"11234","9"
"11235","9"
"11236","9"
"11237","8"
"11238","11"
"11239","7"
"11240","9"
"11241","11"
"11242","8"
"11243","8"
"11244","7"
"11245","9"
"11246","10"
"11247","8"
"11248","8"
"11249","7"
"11250","10"
"11251","9"
"11252","10"
"11253","11"
"11254","8"
"11255","9"
"11256","7"
"11257","9"
"11258","8"
"11259","13"
"11260","7"
"11261","12"
"11262","12"
"11263","9"
"11264","11"
"11265","11"
"11266","7"
"11267","8"
"11268","11"
"11269","9"
"11270","9"
"11271","8"
"11272","10"
"11273","10"
"11274","10"
"11275","7"
"11276","10"
"11277","12"
"11278","14"
"11279","9"
"11280","10"
"11281","11"
"11282","11"
"11283","7"
"11284","11"
"11285","9"
"11286","9"
"11287","12"
"11288","11"
"11289","10"
"11290","8"
"11291","6"
"11292","12"
"11293","8"
"11294","8"
"11295","12"
"11296","7"
"11297","8"
"11298","10"
"11299","8"
"11300","6"
"11301","8"
"11302","9"
"11303","8"
"11304","11"
"11305","7"
"11306","10"
"11307","7"
"11308","9"
"11309","11"
"11310","9"
"11311","7"
"11312","13"
"11313","11"
"11314","7"
"11315","10"
"11316","10"
"11317","7"
"11318","9"
"11319","8"
"11320","11"
"11321","7"
"11322","9"
"11323","8"
"11324","8"
"11325","10"
"11326","11"
"11327","8"
"11328","14"
"11329","10"
"11330","9"
"11331","9"
"11332","6"
"11333","10"
"11334","7"
"11335","9"
"11336","8"
"11337","10"
"11338","10"
"11339","10"
"11340","7"
"11341","7"
"11342","8"
"11343","10"
"11344","7"
"11345","8"
"11346","9"
"11347","8"
"11348","10"
"11349","10"
"11350","7"
"11351","14"
"11352","8"
"11353","8"
"11354","7"
"11355","7"
"11356","11"
"11357","10"
"11358","9"
"11359","12"
"11360","8"
"11361","9"
"11362","8"
"11363","7"
"11364","7"
"11365","8"
"11366","10"
"11367","9"
"11368","11"
"11369","7"
"11370","7"
"11371","12"
"11372","9"
"11373","7"
"11374","9"
"11375","13"
"11376","8"
"11377","7"
"11378","6"
"11379","6"
"11380","10"
"11381","9"
"11382","10"
"11383","9"
"11384","9"
"11385","8"
"11386","6"
"11387","12"
"11388","7"
"11389","8"
"11390","6"
"11391","8"
"11392","8"
"11393","8"
"11394","8"
"11395","7"
"11396","11"
"11397","10"
"11398","7"
"11399","10"
"11400","11"
"11401","10"
"11402","10"
"11403","13"
"11404","8"
"11405","10"
"11406","6"
"11407","7"
"11408","6"
"11409","7"
"11410","11"
"11411","7"
"11412","8"
"11413","8"
"11414","10"
"11415","8"
"11416","7"
"11417","8"
"11418","10"
"11419","10"
"11420","10"
"11421","9"
"11422","9"
"11423","12"
"11424","11"
"11425","7"
"11426","8"
"11427","8"
"11428","7"
"11429","9"
"11430","8"
"11431","10"
"11432","7"
"11433","9"
"11434","13"
"11435","8"
"11436","10"
"11437","10"
"11438","7"
"11439","10"
"11440","9"
"11441","9"
"11442","9"
"11443","11"
"11444","9"
"11445","7"
"11446","8"
"11447","11"
"11448","8"
"11449","9"
"11450","9"
"11451","9"
"11452","8"
"11453","9"
"11454","8"
"11455","11"
"11456","10"
"11457","10"
"11458","8"
"11459","12"
"11460","9"
"11461","8"
"11462","11"
"11463","9"
"11464","7"
"11465","8"
"11466","8"
"11467","7"
"11468","9"
"11469","9"
"11470","12"
"11471","10"
"11472","9"
"11473","11"
"11474","11"
"11475","7"
"11476","7"
"11477","9"
"11478","14"
"11479","11"
"11480","10"
"11481","9"
"11482","9"
"11483","10"
"11484","6"
"11485","10"
"11486","13"
"11487","9"
"11488","10"
"11489","10"
"11490","7"
"11491","7"
"11492","11"
"11493","12"
"11494","6"
"11495","8"
"11496","9"
"11497","7"
"11498","10"
"11499","8"
"11500","12"
"11501","7"
"11502","10"
"11503","8"
"11504","7"
"11505","9"
"11506","11"
"11507","10"
"11508","8"
"11509","9"
"11510","8"
"11511","10"
"11512","7"
"11513","9"
"11514","9"
"11515","10"
"11516","9"
"11517","12"
"11518","9"
"11519","8"
"11520","10"
"11521","11"
"11522","9"
"11523","9"
"11524","8"
"11525","8"
"11526","9"
"11527","11"
"11528","8"
"11529","9"
"11530","10"
"11531","9"
"11532","10"
"11533","8"
"11534","9"
"11535","8"
"11536","7"
"11537","8"
"11538","9"
"11539","9"
"11540","11"
"11541","10"
"11542","11"
"11543","11"
"11544","8"
"11545","10"
"11546","8"
"11547","10"
"11548","7"
"11549","7"
"11550","5"
"11551","7"
"11552","8"
"11553","8"
"11554","9"
"11555","8"
"11556","11"
"11557","9"
"11558","9"
"11559","10"
"11560","11"
"11561","10"
"11562","10"
"11563","9"
"11564","9"
"11565","6"
"11566","9"
"11567","14"
"11568","10"
"11569","7"
"11570","8"
"11571","9"
"11572","10"
"11573","8"
"11574","9"
"11575","9"
"11576","11"
"11577","9"
"11578","10"
"11579","7"
"11580","8"
"11581","8"
"11582","4"
"11583","9"
"11584","9"
"11585","9"
"11586","9"
"11587","9"
"11588","6"
"11589","11"
"11590","8"
"11591","5"
"11592","9"
"11593","9"
"11594","12"
"11595","9"
"11596","9"
"11597","7"
"11598","9"
"11599","8"
"11600","7"
"11601","7"
"11602","8"
"11603","12"
"11604","8"
"11605","7"
"11606","8"
"11607","7"
"11608","9"
"11609","10"
"11610","10"
"11611","10"
"11612","10"
"11613","7"
"11614","8"
"11615","10"
"11616","9"
"11617","10"
"11618","10"
"11619","8"
"11620","7"
"11621","7"
"11622","10"
"11623","8"
"11624","10"
"11625","8"
"11626","8"
"11627","10"
"11628","9"
"11629","10"
"11630","10"
"11631","10"
"11632","12"
"11633","11"
"11634","9"
"11635","11"
"11636","6"
"11637","8"
"11638","10"
"11639","9"
"11640","7"
"11641","11"
"11642","9"
"11643","7"
"11644","7"
"11645","11"
"11646","9"
"11647","7"
"11648","11"
"11649","10"
"11650","11"
"11651","8"
"11652","6"
"11653","8"
"11654","9"
"11655","8"
"11656","11"
"11657","8"
"11658","8"
"11659","11"
"11660","12"
"11661","10"
"11662","7"
"11663","6"
"11664","10"
"11665","9"
"11666","10"
"11667","11"
"11668","8"
"11669","7"
"11670","9"
"11671","9"
"11672","12"
"11673","9"
"11674","11"
"11675","11"
"11676","11"
"11677","10"
"11678","11"
"11679","9"
"11680","10"
"11681","4"
"11682","9"
"11683","10"
"11684","7"
"11685","8"
"11686","10"
"11687","10"
"11688","11"
"11689","8"
"11690","10"
"11691","11"
"11692","9"
"11693","14"
"11694","10"
"11695","11"
"11696","7"
"11697","7"
"11698","6"
"11699","9"
"11700","9"
"11701","8"
"11702","8"
"11703","9"
"11704","8"
"11705","11"
"11706","7"
"11707","10"
"11708","11"
"11709","8"
"11710","8"
"11711","10"
"11712","9"
"11713","6"
"11714","5"
"11715","10"
"11716","1"
"11717","10"
"11718","11"
"11719","7"
"11720","9"
"11721","8"
"11722","9"
"11723","7"
"11724","8"
"11725","8"
"11726","12"
"11727","12"
"11728","9"
"11729","8"
"11730","11"
"11731","10"
"11732","10"
"11733","14"
"11734","10"
"11735","4"
"11736","12"
"11737","10"
"11738","9"
"11739","7"
"11740","8"
"11741","10"
"11742","8"
"11743","11"
"11744","7"
"11745","8"
"11746","10"
"11747","8"
"11748","9"
"11749","9"
"11750","9"
"11751","8"
"11752","8"
"11753","10"
"11754","10"
"11755","11"
"11756","7"
"11757","12"
"11758","8"
"11759","7"
"11760","7"
"11761","7"
"11762","11"
"11763","9"
"11764","10"
"11765","6"
"11766","10"
"11767","6"
"11768","8"
"11769","8"
"11770","8"
"11771","11"
"11772","10"
"11773","11"
"11774","13"
"11775","4"
"11776","8"
"11777","9"
"11778","12"
"11779","10"
"11780","9"
"11781","12"
"11782","8"
"11783","9"
"11784","10"
"11785","8"
"11786","10"
"11787","8"
"11788","11"
"11789","7"
"11790","9"
"11791","10"
"11792","10"
"11793","10"
"11794","11"
"11795","9"
"11796","9"
"11797","9"
"11798","9"
"11799","7"
"11800","9"
"11801","8"
"11802","13"
"11803","10"
"11804","9"
"11805","9"
"11806","8"
"11807","13"
"11808","8"
"11809","7"
"11810","13"
"11811","10"
"11812","10"
"11813","7"
"11814","9"
"11815","12"
"11816","7"
"11817","8"
"11818","8"
"11819","10"
"11820","11"
"11821","12"
"11822","11"
"11823","8"
"11824","7"
"11825","9"
"11826","8"
"11827","9"
"11828","10"
"11829","8"
"11830","12"
"11831","8"
"11832","8"
"11833","7"
"11834","8"
"11835","7"
"11836","10"
"11837","8"
"11838","8"
"11839","8"
"11840","12"
"11841","9"
"11842","11"
"11843","10"
"11844","8"
"11845","8"
"11846","11"
"11847","8"
"11848","8"
"11849","12"
"11850","7"
"11851","8"
"11852","9"
"11853","12"
"11854","8"
"11855","8"
"11856","9"
"11857","6"
"11858","10"
"11859","8"
"11860","9"
"11861","13"
"11862","9"
"11863","9"
"11864","8"
"11865","10"
"11866","10"
"11867","9"
"11868","8"
"11869","10"
"11870","10"
"11871","8"
"11872","8"
"11873","10"
"11874","8"
"11875","7"
"11876","10"
"11877","10"
"11878","7"
"11879","9"
"11880","10"
"11881","8"
"11882","9"
"11883","7"
"11884","10"
"11885","8"
"11886","9"
"11887","12"
"11888","8"
"11889","7"
"11890","7"
"11891","6"
"11892","9"
"11893","9"
"11894","11"
"11895","8"
"11896","8"
"11897","8"
"11898","8"
"11899","11"
"11900","7"
"11901","8"
"11902","12"
"11903","9"
"11904","10"
"11905","8"
"11906","7"
"11907","11"
"11908","9"
"11909","10"
"11910","10"
"11911","11"
"11912","8"
"11913","8"
"11914","8"
"11915","10"
"11916","11"
"11917","7"
"11918","11"
"11919","8"
"11920","8"
"11921","9"
"11922","10"
"11923","7"
"11924","8"
"11925","9"
"11926","8"
"11927","13"
"11928","10"
"11929","9"
"11930","8"
"11931","11"
"11932","9"
"11933","6"
"11934","8"
"11935","7"
"11936","10"
"11937","6"
"11938","9"
"11939","11"
"11940","11"
"11941","11"
"11942","7"
"11943","7"
"11944","8"
"11945","11"
"11946","10"
"11947","11"
"11948","11"
"11949","11"
"11950","9"
"11951","9"
"11952","8"
"11953","11"
"11954","9"
"11955","7"
"11956","8"
"11957","9"
"11958","10"
"11959","8"
"11960","9"
"11961","7"
"11962","11"
"11963","8"
"11964","8"
"11965","9"
"11966","9"
"11967","8"
"11968","10"
"11969","7"
"11970","10"
"11971","8"
"11972","7"
"11973","10"
"11974","7"
"11975","8"
"11976","7"
"11977","8"
"11978","10"
"11979","9"
"11980","10"
"11981","11"
"11982","8"
"11983","8"
"11984","9"
"11985","11"
"11986","9"
"11987","10"
"11988","11"
"11989","10"
"11990","9"
"11991","9"
"11992","10"
"11993","9"
"11994","7"
"11995","7"
"11996","6"
"11997","11"
"11998","13"
"11999","6"
"12000","8"
"12001","12"
"12002","10"
"12003","10"
"12004","8"
"12005","9"
"12006","3"
"12007","2"
"12008","9"
"12009","7"
"12010","11"
"12011","9"
"12012","8"
"12013","14"
"12014","9"
"12015","7"
"12016","10"
"12017","8"
"12018","7"
"12019","6"
"12020","11"
"12021","7"
"12022","8"
"12023","10"
"12024","11"
"12025","8"
"12026","11"
"12027","8"
"12028","9"
"12029","11"
"12030","8"
"12031","7"
"12032","9"
"12033","10"
"12034","12"
"12035","10"
"12036","8"
"12037","8"
"12038","12"
"12039","11"
"12040","9"
"12041","8"
"12042","8"
"12043","10"
"12044","10"
"12045","6"
"12046","5"
"12047","10"
"12048","7"
"12049","11"
"12050","12"
"12051","10"
"12052","9"
"12053","12"
"12054","9"
"12055","13"
"12056","11"
"12057","12"
"12058","11"
"12059","8"
"12060","7"
"12061","8"
"12062","10"
"12063","11"
"12064","9"
"12065","9"
"12066","7"
"12067","7"
"12068","9"
"12069","7"
"12070","9"
"12071","7"
"12072","11"
"12073","6"
"12074","9"
"12075","9"
"12076","7"
"12077","7"
"12078","11"
"12079","8"
"12080","11"
"12081","9"
"12082","8"
"12083","8"
"12084","3"
"12085","7"
"12086","8"
"12087","10"
"12088","9"
"12089","8"
"12090","10"
"12091","6"
"12092","8"
"12093","7"
"12094","12"
"12095","11"
"12096","11"
"12097","8"
"12098","6"
"12099","10"
"12100","6"
"12101","6"
"12102","7"
"12103","10"
"12104","9"
"12105","12"
"12106","12"
"12107","5"
"12108","10"
"12109","9"
"12110","7"
"12111","8"
"12112","9"
"12113","13"
"12114","9"
"12115","6"
"12116","11"
"12117","10"
"12118","8"
"12119","10"
"12120","8"
"12121","12"
"12122","9"
"12123","9"
"12124","9"
"12125","11"
"12126","8"
"12127","6"
"12128","6"
"12129","8"
"12130","11"
"12131","10"
"12132","11"
"12133","14"
"12134","8"
"12135","11"
"12136","8"
"12137","6"
"12138","11"
"12139","8"
"12140","9"
"12141","7"
"12142","8"
"12143","7"
"12144","11"
"12145","9"
"12146","8"
"12147","10"
"12148","8"
"12149","12"
"12150","10"
"12151","13"
"12152","8"
"12153","10"
"12154","9"
"12155","7"
"12156","7"
"12157","10"
"12158","7"
"12159","9"
"12160","11"
"12161","4"
"12162","8"
"12163","9"
"12164","9"
"12165","13"
"12166","10"
"12167","8"
"12168","10"
"12169","8"
"12170","9"
"12171","8"
"12172","10"
"12173","11"
"12174","10"
"12175","9"
"12176","2"
"12177","12"
"12178","9"
"12179","9"
"12180","9"
"12181","9"
"12182","9"
"12183","8"
"12184","11"
"12185","9"
"12186","8"
"12187","10"
"12188","10"
"12189","9"
"12190","8"
"12191","11"
"12192","7"
"12193","10"
"12194","11"
"12195","10"
"12196","8"
"12197","9"
"12198","9"
"12199","10"
"12200","9"
"12201","9"
"12202","9"
"12203","8"
"12204","11"
"12205","9"
"12206","9"
"12207","9"
"12208","6"
"12209","11"
"12210","10"
"12211","11"
"12212","7"
"12213","10"
"12214","9"
"12215","6"
"12216","8"
"12217","9"
"12218","8"
"12219","8"
"12220","7"
"12221","10"
"12222","8"
"12223","10"
"12224","9"
"12225","11"
"12226","8"
"12227","7"
"12228","9"
"12229","8"
"12230","10"
"12231","8"
"12232","8"
"12233","10"
"12234","8"
"12235","11"
"12236","6"
"12237","11"
"12238","9"
"12239","7"
"12240","9"
"12241","11"
"12242","7"
"12243","10"
"12244","12"
"12245","12"
"12246","9"
"12247","8"
"12248","10"
"12249","10"
"12250","10"
"12251","10"
"12252","7"
"12253","9"
"12254","10"
"12255","7"
"12256","8"
"12257","10"
"12258","13"
"12259","12"
"12260","8"
"12261","10"
"12262","7"
"12263","11"
"12264","10"
"12265","9"
"12266","11"
"12267","9"
"12268","9"
"12269","10"
"12270","9"
"12271","8"
"12272","9"
"12273","7"
"12274","10"
"12275","6"
"12276","8"
"12277","9"
"12278","10"
"12279","10"
"12280","10"
"12281","4"
"12282","7"
"12283","12"
"12284","10"
"12285","11"
"12286","10"
"12287","9"
"12288","12"
"12289","8"
"12290","12"
"12291","13"
"12292","9"
"12293","6"
"12294","7"
"12295","9"
"12296","8"
"12297","9"
"12298","9"
"12299","9"
"12300","10"
"12301","9"
"12302","8"
"12303","9"
"12304","8"
"12305","12"
"12306","10"
"12307","9"
"12308","8"
"12309","9"
"12310","8"
"12311","10"
"12312","11"
"12313","10"
"12314","10"
"12315","12"
"12316","11"
"12317","8"
"12318","11"
"12319","8"
"12320","11"
"12321","6"
"12322","8"
"12323","8"
"12324","10"
"12325","12"
"12326","6"
"12327","7"
"12328","7"
"12329","7"
"12330","7"
"12331","8"
"12332","11"
"12333","6"
"12334","8"
"12335","10"
"12336","9"
"12337","8"
"12338","6"
"12339","7"
"12340","12"
"12341","11"
"12342","11"
"12343","8"
"12344","9"
"12345","9"
"12346","2"
"12347","11"
"12348","7"
"12349","13"
"12350","7"
"12351","8"
"12352","10"
"12353","10"
"12354","9"
"12355","9"
"12356","11"
"12357","7"
"12358","8"
"12359","7"
"12360","8"
"12361","6"
"12362","9"
"12363","8"
"12364","7"
"12365","10"
"12366","6"
"12367","8"
"12368","10"
"12369","10"
"12370","8"
"12371","13"
"12372","8"
"12373","8"
"12374","10"
"12375","8"
"12376","14"
"12377","10"
"12378","11"
"12379","9"
"12380","11"
"12381","13"
"12382","9"
"12383","11"
"12384","10"
"12385","9"
"12386","9"
"12387","11"
"12388","7"
"12389","13"
"12390","10"
"12391","11"
"12392","11"
"12393","7"
"12394","13"
"12395","6"
"12396","2"
"12397","9"
"12398","10"
"12399","11"
"12400","8"
"12401","7"
"12402","9"
"12403","7"
"12404","10"
"12405","6"
"12406","10"
"12407","10"
"12408","8"
"12409","9"
"12410","9"
"12411","10"
"12412","7"
"12413","9"
"12414","8"
"12415","6"
"12416","8"
"12417","11"
"12418","8"
"12419","8"
"12420","8"
"12421","7"
"12422","9"
"12423","9"
"12424","6"
"12425","8"
"12426","13"
"12427","7"
"12428","7"
"12429","9"
"12430","11"
"12431","8"
"12432","7"
"12433","10"
"12434","10"
"12435","9"
"12436","7"
"12437","9"
"12438","10"
"12439","9"
"12440","11"
"12441","12"
"12442","7"
"12443","10"
"12444","9"
"12445","9"
"12446","6"
"12447","9"
"12448","10"
"12449","5"
"12450","10"
"12451","7"
"12452","9"
"12453","11"
"12454","11"
"12455","12"
"12456","10"
"12457","9"
"12458","6"
"12459","8"
"12460","10"
"12461","10"
"12462","8"
"12463","6"
"12464","9"
"12465","10"
"12466","8"
"12467","9"
"12468","11"
"12469","12"
"12470","10"
"12471","12"
"12472","7"
"12473","11"
"12474","10"
"12475","9"
"12476","7"
"12477","11"
"12478","9"
"12479","11"
"12480","10"
"12481","7"
"12482","10"
"12483","7"
"12484","9"
"12485","9"
"12486","10"
"12487","6"
"12488","9"
"12489","10"
"12490","8"
"12491","12"
"12492","10"
"12493","7"
"12494","11"
"12495","7"
"12496","10"
"12497","13"
"12498","11"
"12499","7"
"12500","8"
